additional_information,ESGBERT/EnvRoBERTa-environmental_label,climatebert/environmental-claims_label,climatebert/renewable_label,all,relevant_for_the_environment,reason,id,year,reporting_party,recipient_country_region_project_programme,recipient,recipient_continent_or_region,assigned_geography,usd,euro,corrected_usd,status,funding_source,type_of_support,financial_instrument,sector,africa,latin_america_the_caribbean,north_america,middle_east,mediterranean,asia,europe,oceania,global,multicontinent_or_global,continent_unspecified
"The Initiative aims to extend and improve services of Comboni Hospital in Wau considered as priority by Local Health Authorities and by Hospital management services. In particular, the maternal and child services of the Wau Hospital improve from a qualita",0,0,0,0,no,Improving healthcare services in the hospital.,9680,2020,italy,South Sudan / Strengthening of services supplied by the Comboni Hospital in Wau also as answer to the migration flow in Sud Sudan,sudan,,africa,145180.45,127128.24,145180.45,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"AICS financial support to Civil Society Organizations (OSC) to ensure the continuation of activities and the achievement of the expected results of the ongoing Syrian refugee projects (carried out in Jordan, Lebanon and Egypt) during the COVID-19 emergenc",0,0,0,0,no,"The project's description focuses on providing financial support to Syrian refugee projects in Jordan, Lebanon, and Egypt during the COVID-19 emergency, with no mention of environmental aspects.",9706,2020,italy,Syrian Arab Republic / Covid-fund for ongoing Syrian refugees projects,syrian arab republic,,asia,99964.47,87534.56,99964.47,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
Construction of a health building for infectious diseases in the context of covid-19 pandemic.,0,0,0,0,no,"The project involves construction of a health building for infectious diseases, which is not directly related to the environment.",9728,2020,italy,Thailand / Construction of a sanitary environment for infectious diseases,thailand,,asia,15198.65,13308.8,15198.65,Committed,Oda,adaptation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
Organization of a seminar for youth workers on the risks of illegal migration.,0,0,0,0,no,"The project involves a seminar for youth workers on the risks of illegal migration, which does not involve any environmental actions or initiatives.",9731,2020,italy,Togo / Youth Migration Alert for Self-Employment,togo,,africa,7958.83,6969.2,7958.83,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Combating the isolation and poverty of the elderly through home care, training and economic empowerment in the Lomé area.",0,0,0,0,no,The project is focused on social issues and does not mention any environmental impact.,9733,2020,italy,Togo / EEPT - RAPA relationship of assistance to the elderly,togo,,africa,14160.8,12400.0,14160.8,Committed,Oda,adaptation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The construction of the l'Esperance agricultural training center is required with the aim of training for the improvement of the social, human and cultural conditions of young farmers who intend to remain in the area.",0,0,0,0,no,"The project aims to improve the social, human and cultural conditions of young farmers, it does not include any environmental aspect.",9737,2020,italy,Togo / Construction of the Esperance Agricultural Training Center,togo,,africa,98225.7,86012.0,98225.7,Committed,Oda,cross-cutting,Grant,Agriculture,True,False,False,False,False,False,False,False,False,False,False
"The general objective of the project is to support the business and self-employment initiatives of women and young people in the Governorates of Tataouine and Jendouba, counteracting the negative effects induced by the heavy economic crisis of 2020, generated by COVID19.
The specific goal is to strengthen the fabric of small businesses run by young men and women in the project's target areas.",0,0,0,0,no,"The project aims to support the business and self-employment initiatives of women and young people, and strengthen the fabric of small businesses run by young men and women. No direct environmental benefits are mentioned.",9743,2020,italy,Tunisia / Post-crisis support for women and youth micro-enterprises in Tunisia,tunisia,,africa,11392.59,9976.0,11392.59,Committed,Oda,adaptation,Grant,Agriculture,True,False,False,False,False,False,False,False,False,False,False
"Providing training, job placement and entrepreneurship opportunities for young people and women at risk of radicalization, emigration and unemployment in the Governorate of Medenine, through vocational training, tutoring services and the accompaniment of start-ups.",0,0,0,0,no,"Project focuses on training, job placement and entrepreneurship for young people and women, with no mention of environment-related activities.",9746,2020,italy,Tunisia / Women and Youth for Peace: Preveting Violent Extremism through Socio-Economic Improvement of the Areas at Risk,tunisia,,africa,28550.0,25000.0,28550.0,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
The project aims to reinforce democratic principles and institutions through long term capacity development of electoral authorities and implementaton of reforms.,0,0,0,0,no,"Project aims to strengthen democratic principles and institutions, no explicit mention of environment-related activities",9752,2020,italy,Tunisia / Tunisian election assistance program,tunisia,,africa,92273.6,80800.0,92273.6,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
The proposed initiative aims to strengthen the enjoyment of the rights of people with disabilities and their organizations in Tunisia. Therefore the proposal intends: R1 provide community based rehabilitation programs aimed at the socio-educational inclusion,0,1,0,1,no,"The project aims to strengthen the rights of people with disabilities, which is not directly related to the environment.",9754,2020,italy,Tunisia / Restart from YOU - Rehabilitation on a community basis and theater of social inclusion.,tunisia,,africa,144326.23,126380.24,144326.23,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"It aims at improving quality of maternal and child health services in Oyam district, Uganda, which has still maternal and child indicators below the national targets. The project supports the health facilities present in the district (1 hospital and 28 Health Centers), which serve a population of 444.749 people. Specific activities are: Technical Assistance, Training, Supportive Supervisions, Advocacy meetings, Provision of Equipment and drugs, Support to the referral system (Ambulances and transport vouchers) and Operational Research on Community health financing methods.",0,0,0,0,no,"The project describes activities that do not have a direct impact on the environment, such as technical assistance, training, and support to health facilities.",9770,2020,italy,Uganda / Strengthening quality primary health care for mothers and children in Oyam,uganda,,africa,45680.0,40000.0,45680.0,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
